id,label
1295648896375554048,Other
1186182976213618688,Other
1370394627577118720,Other
1194164130250461184,Pro
1335164732630847488,Pro
1199586044351590400,Other
1355614882750730240,Pro
1344236217676816384,Other
1303235402334171136,Other
1199042091768303616,Other
1366852890434936832,Other
1367379007214407680,Hesitant
1181602632772784128,Pro
1316063679733993472,Pro
1296498940066639872,Other
1348957663565066240,Hesitant
1310689649367670784,Other
1370983286168780800,Other
1343619992361840640,Other
1283359749074034688,Hesitant
1181634007655702528,Other
1296766712721940480,Other
1343862019959697408,Pro
1298576035248775168,Other
1335925307812012032,Other
1337427490919288832,Hesitant
1348376479181262848,Pro
1305888388222943232,Pro
1196317419645603840,Pro
1364466803875983360,Pro
1326238166303563776,Other
1346137101302194176,Pro
1194945845340364800,Pro
1370074126921129984,Pro
1311196384385740800,Other
1298145470041280512,Pro
1336010864588165120,Pro
1376831944789491712,Other
1193080542000033792,Pro
1324616848831295488,Pro
1192083557264642048,Pro
1338868185349509120,Pro
1328545826369658880,Hesitant
1325791049504133120,Other
1298927558562586624,Other
1210527162790494208,Pro
1296760329494462464,Other
1353248168775983104,Other
1360158301602873344,Other
1360545962406600704,Pro
1194575663396802560,Other
1207394836350984192,Other
1201883936684675072,Pro
1186901135753396224,Pro
1301496022552776704,Other
1374703437946978304,Pro
1363920336920731648,Pro
1280244011014512640,Pro
1287039065691480064,Pro
1342716313693790208,Pro
1185949001906085888,Pro
1199977582340583424,Pro
1362061603521384448,Pro
1376946988764295168,Other
1280353794631634944,Other
1202927781031677952,Hesitant
1188159104604356608,Other
1195273698024050688,Pro
1343269710608158720,Hesitant
1342581835122016256,Other
1285211799399419904,Pro
1364162038088499200,Pro
1283004666041819136,Other
1282654927437860864,Other
1192005792188313600,Other
1182358416985133056,Other
1289147363123240960,Other
1206953052109975552,Other
1357407304816148480,Other
1290920476701794304,Pro
1202893068405559296,Pro
1342933689332858880,Other
1339363688692797440,Pro
1343194602325626880,Other
1201533637876957184,Pro
1331280130807910400,Other
1300487516911525888,Other
1333435989184884736,Hesitant
1374374322731552768,Other
1305751366246248448,Pro
1199103127091326976,Other
1352980489032839168,Pro
1364677334763270144,Other
1283037483534635008,Other
1299015274620956672,Hesitant
1188119685457416192,Pro
1344345235468525568,Pro
1298667213705093120,Hesitant
1355118294999695360,Pro
1190990756791701504,Other
1293133088730550272,Other
1295652861351735296,Other
1286733129810620416,Other
1364828627918020608,Pro
1337455355945574400,Other
1346170980016775168,Pro
1342015145690746880,Other
1361575392411324416,Other
1343134108428496896,Pro
1205204824603734016,Other
1348249575707058176,Pro
1305663866639179776,Hesitant
1195627325808947200,Hesitant
1359481302869823488,Pro
1211034453851676672,Other
1298534970558951424,Hesitant
1348234461201260544,Pro
1373758878475808768,Pro
1320346398211133440,Other
1352979157454565376,Pro
1187394627541839872,Pro
1309347868306747392,Other
1302519032227266560,Pro
1282754616308969472,Pro
1339681314195333120,Other
1345518656512516096,Pro
1343209560992051200,Pro
1352671943279996928,Other
1343097184628170752,Pro
1280109553959538688,Other
1285209402585288704,Pro
1201193177065152512,Hesitant
1352382828810559488,Pro
1296685642659831808,Other
1356689227765997568,Hesitant
1360949546969427968,Pro
1309147025808785408,Pro
1351622688817733632,Other
1183993446584979456,Pro
1196519597299634176,Pro
1371737053411614720,Other
1290632998631755776,Other
1293460664376332288,Hesitant
1376618570319331328,Pro
1321151487448330240,Other
1195626559878631424,Pro
1371336295826526208,Hesitant
1351246988340244480,Pro
1179013460916670464,Pro
1299228044910112768,Other
1321097594261671936,Other
1187035386570260480,Pro
1354839041913585664,Pro
1199056020875698176,Other
1199639319469862912,Pro
1199984721004056576,Pro
1341343530682298368,Pro
1198987795806720000,Other
1189968108871651328,Pro
1326979027832279040,Pro
1355088383723368448,Other
1309092919157100544,Hesitant
1301981969975255040,Other
1201922592413753344,Other
1348969669999423488,Pro
1311272644063436800,Pro
1344200393983717376,Other
1334968718049341440,Pro
1316455381896396800,Pro
1360528881103630336,Pro
1186710947546763264,Other
1204513207370633216,Other
1376142667462152192,Other
1189965997295513600,Pro
1375146064492302336,Pro
1371928705883312128,Other
1361977406848958464,Pro
1358514634035236864,Hesitant
1297950898912722944,Pro
1281458553782501376,Other
1295801572031713280,Other
1198175621953867776,Pro
1296362715804573696,Pro
1355516978560200704,Other
1327315176014614528,Other
1373600390915194880,Other
1351565884624666624,Pro
1281278413316202496,Pro
1192426242152239104,Other
1371530381229449216,Pro
1293194401913634816,Other
1369921663261945856,Pro
1287484423135526912,Other
1349376327401558016,Pro
1343801984160247808,Hesitant
1280171576432959488,Other
1205127000173809664,Other
1288988690665164800,Other
1305090403910275072,Pro
1338804054177292288,Pro
1358514577126928384,Pro
1331325297371844608,Hesitant
1285209008618561536,Pro
1061974555462455296,Pro
1189966511768768512,Other
1372588660810465280,Pro
1329152093089914880,Pro
1351521259419480064,Pro
1347285778775339008,Pro
1288187736264933376,Pro
1286310360287514624,Other
1330909489969700864,Pro
1295734887102795776,Pro
1331507474017513472,Pro
1190341671457869824,Other
1369918880949362688,Pro
1341309916351479808,Hesitant
1197467396501581824,Pro
1375364689660641280,Hesitant
1347565411571740672,Other
1191713786639667200,Pro
1046485082448547840,Pro
1318534052224389120,Other
1199040125415690240,Other
1300513675422371840,Pro
1343210046767947776,Pro
1376452138193272832,Other
1350018165816909824,Other
1313449844413992960,Other
1347827378119176192,Pro
1343101289404772352,Pro
1328648264984506368,Pro
1300706210275102720,Pro
1322062309364240384,Hesitant
1352654179207172096,Other
1286647513186021376,Pro
1295271550409744384,Pro
1348992107940352000,Pro
1280224654406430720,Pro
1351962450921476096,Other
1345348844830261248,Pro
1208494045972115456,Other
1189162661008826368,Pro
1210566279809110016,Other
1200077848008114176,Pro
1308766339385917440,Other
1339618196408688640,Other
1371224424863694848,Hesitant
1177570769955688448,Other
1340975228785192960,Pro
1306650911733841920,Other
1309797921899110400,Other
1372531697036767232,Hesitant
1355048660598403072,Pro
1202509664484618240,Pro
1293105821929349120,Other
1283079426465464320,Hesitant
1197051060113858560,Pro
1283086844964593664,Other
1342596340426170368,Hesitant
1300374867934617600,Other
1193812185916542976,Pro
1196886857755353088,Pro
1343204471719997440,Pro
1183886513026846720,Pro
1320260410046619648,Pro
1297228293792583680,Other
1297268083153932288,Pro
1194430906267664384,Other
1296764327102492672,Hesitant
1182245966797250560,Pro
1349649638123593728,Pro
1298932670001545216,Other
1311266015150510080,Pro
1302931289079721984,Hesitant
1308523217770995712,Other
1198123625406255104,Other
1202696298928988160,Other
1292482549898457088,Other
1342586110736805888,Pro
1342537463345143808,Other
1302627580793815040,Other
1180041448051355648,Other
1375539311001661440,Other
1360872665150545920,Pro
1308632335911448576,Other
1349394911976689664,Other
1343266165695639552,Pro
1303370286834872320,Pro
1187659298014486528,Pro
1371340801838563328,Pro
1287402042034708480,Other
1202850321653010432,Pro
1344409791263879168,Other
1197445381816279040,Pro
1364311048199802880,Hesitant
1201807151670464512,Other
1182750758573367296,Other
1184775079982444544,Pro
1181553835120250880,Pro
1293524134870343680,Other
1300023135681609728,Pro
1190587208681578496,Other
1293476391464456192,Pro
1348368910203150336,Other
1298731460246024192,Pro
1188749831092740096,Other
1347919058977640448,Pro
1191782311970451456,Pro
1197906989793329152,Hesitant
1179481080405151744,Pro
1295632490430898176,Other
1361783665496363008,Pro
1196723077368963072,Other
1325866859435073536,Other
1189591185276461056,Other
1186272488126373888,Hesitant
1201097159183085568,Pro
1329333370095013888,Other
1349802101661175808,Pro
1197175265987743744,Pro
1294338430785257472,Pro
1328231336289636352,Other
1346154050128109568,Other
1190755582409682944,Other
1203983932192153600,Other
1203302639859097600,Other
1280588182829109248,Pro
1306236643310010368,Pro
1288722563523383296,Other
1355415705718554624,Other
1376131368866955264,Other
1199057552195100672,Pro
1304342907961434112,Other
1186892546825437184,Other
1367761525541330944,Other
1303059348323799040,Pro
1286589164251643904,Pro
1300364172434329600,Hesitant
1301826991415590912,Hesitant
1198854749476532224,Pro
1341470172050276352,Pro
1340247854972084224,Other
1344280592351858688,Hesitant
1295289467926913024,Other
1201195792154923008,Other
1183083300144979968,Other
1350108219935494144,Pro
1284069362668908544,Pro
1281912540126208000,Other
1340749240402931712,Hesitant
1293105140690554880,Other
1300379246192463872,Hesitant
1347452380099604480,Other
1328353295249895424,Pro
1298537278588030976,Pro
1285343261759082496,Pro
1343945741304279040,Pro
1342772944066539520,Pro
1210998675616468992,Pro
1198942274991919104,Other
1341729056925118464,Pro
1200014366189506560,Pro
1184095480986456064,Other
1203041483621842944,Other
1343843610601656320,Other
1373301154734555136,Pro
1369641340674449408,Other
1179673752105304064,Pro
1181181907255603200,Pro
1178914563309355008,Pro
1331569976822689792,Other
1184820937394393088,Pro
1353004096710733824,Pro
1343494536119652352,Other
1375376718601551872,Pro
1371854765215383552,Pro
1326450823916892160,Pro
1363097975493431296,Other
1311592592375607296,Pro
1339973153779572736,Pro
1330769567409385472,Pro
1191099132724822016,Pro
1204680786705879040,Other
1343104464945901568,Pro
1303589689446801408,Pro
1198998694680510464,Other
1202554736895037440,Other
1334441828775571456,Other
1343840280622063616,Other
1182007593696407552,Other
1339847031595122688,Hesitant
1328816353541824512,Pro
1205004354610225152,Pro
1306134650474188800,Other
1371817995698327552,Hesitant
1339658078204153856,Pro
1180039346579218432,Other
1356673825472196608,Other
1334890066708230144,Pro
1288536513651920896,Pro
1345846422919409664,Pro
1367066452063383552,Other
1174310166453522432,Pro
1377246949116641280,Pro
1366187888866697216,Other
1196658026691940352,Pro
1335365630388805632,Hesitant
1192145216368713728,Other
1345800437241438208,Pro
1333991599190274048,Other
1185170625339498496,Pro
1363181816581087232,Pro
1343153017017790464,Other
1201780626216628224,Pro
1371483292634071040,Pro
1189123307909668864,Pro
1343689631364231168,Pro
1330535496246841344,Pro
1285458623951446016,Pro
1333483988011331584,Pro
1346560271494635520,Other
1358790405060452352,Pro
1302314346912120832,Other
1193636520898506752,Other
1298741819350683648,Hesitant
1375155066529792000,Other
1339347226083115008,Hesitant
1194163110069841920,Other
1373372546264006656,Other
1325796482621054976,Pro
1346739705371643904,Pro
1317173509454520320,Other
1344266039916421120,Other
1354919913232674816,Other
1367173085980418048,Other
1207580394830409728,Pro
1346239808201437184,Hesitant
1369734937490972672,Other
1371345045241090048,Pro
1196055538724954112,Hesitant
1340602569899569152,Pro
1334032020947734528,Other
1354119092232462336,Pro
1376079863581409280,Pro
1346912276662640640,Hesitant
1187294390160674816,Other
1349660635429298176,Other
1207759842384994304,Hesitant
1293892147503140864,Other
1290290858097438720,Other
1293096353334272000,Pro
1292389270955724800,Other
1356927706387128320,Other
1346162204987564032,Pro
1359179218962235392,Pro
1342750164692443136,Other
1192776857055305728,Hesitant
1343661065201192960,Other
1281553906477215744,Other
1211026034730110976,Pro
1294868341044252672,Hesitant
1348610244583313408,Other
1184148361211006976,Pro
1285217900144582656,Pro
1294207354909712384,Pro
1280529517832998912,Other
1341035658798837760,Other
1356161891102560256,Pro
1287723937783324672,Other
1195258130436907008,Pro
1335296407994036224,Other
1203128310957510656,Other
1351471443738034176,Pro
1321491115049160704,Pro
1357393490532048896,Pro
1195993405828018176,Hesitant
1189157399925612544,Pro
1278990779269165056,Other
1365707773581942784,Other
1184334468347236352,Pro
1346942029020987392,Other
1344362371393970176,Pro
1281679923313291264,Other
1202839775260098560,Pro
1299683596761006080,Other
1198183153128628224,Pro
1344184019387346944,Pro
1180367218128883712,Hesitant
1185175774774616064,Pro
1308113231463014400,Other
1373254435208564736,Pro
1371529780143722496,Pro
1310851355574239232,Other
1204786578545152000,Pro
1297842892594122752,Pro
1204473782775275520,Other
1201795020367511552,Pro
1318462470382551040,Other
1369628642892996608,Pro
1210515334412800000,Pro
1309246554545565696,Pro
1197807928318803968,Pro
1307626991034785792,Hesitant
1289105776225681408,Other
1286635884167790592,Pro
1283351461246701568,Pro
1181144534358597632,Pro
1183986773296373760,Pro
1308772493424046080,Pro
1370410739555524608,Other
1343515230408761344,Pro
1371590760362037248,Pro
1342876719489933312,Pro
1351499052714745856,Other
1202926638922633216,Pro
1311067537019482112,Pro
1339090157023137792,Pro
1305604142937911296,Pro
1369957601245593600,Other
1353101619827765248,Other
1352530191860588544,Other
1280424764046290944,Pro
1206537367022120960,Pro
1372046622016868352,Pro
1339580963320295424,Pro
1199449835738468352,Pro
1376407270049779712,Other
1206634055720148992,Pro
1187270097817223168,Other
1371761400540958720,Other
1343116715799027712,Pro
1370734273637060608,Pro
1343110379430359040,Pro
1342439584836235264,Other
1371544322735288320,Pro
1305036759777116160,Pro
1356752302749671424,Other
1326117290065203200,Other
1304737436292046848,Other
1190161855924322304,Pro
1319152274250280960,Other
1342937637632561152,Other
1336651206949736448,Other
1355583062948651008,Pro
1355158807597510656,Hesitant
1371812838709334016,Other
1353978755333693440,Other
1326971324586188800,Hesitant
1332696868980207616,Other
1371220540552282112,Other
1191492317691158528,Other
1291011773752057856,Pro
1373610124263231488,Pro
1293171841092247552,Pro
1305967737563422720,Other
1290892910586662912,Other
1350056380972072960,Pro
1326074619623841792,Pro
1348558781484052480,Pro
1315981286016782336,Pro
1349433843355426816,Pro
1344609581436182528,Pro
1293493509610254336,Other
1362009321610084352,Other
1326101101075173376,Other
1355190594394611712,Pro
1204752617517322240,Pro
1343119940530921472,Pro
1306904482555596800,Pro
1197609015280312320,Other
1194321237528498176,Other
1281971086599520256,Pro
1328664072649396224,Other
1350434795281657856,Pro
1202199843604709376,Pro
1309091697956196352,Pro
1344594559876165632,Pro
1303060455020212224,Other
1207983151412400128,Pro
1371554372975484928,Pro
1334766322396372992,Other
1353714343242833920,Pro
1343165783086608384,Other
1204737642966999040,Pro
1278348707495325696,Pro
1301006055212810240,Other
1368445142840000512,Other
1335059481357676544,Hesitant
1189651471161315328,Other
1343602612722163712,Pro
1311227358465097728,Pro
1202742196560113664,Other
1194363066298851328,Pro
1377125806174953472,Pro
1362841526217367552,Other
1357710194264977408,Other
1376093527743066112,Other
1344544961761595392,Pro
1326197725340299264,Pro
1348727411345678336,Other
1375077652239880192,Pro
1197797603527811072,Pro
1326463765601202176,Pro
1343860197303885824,Other
1312068108560064512,Other
1341809668885270528,Other
1289880830010171392,Other
1343289162187862016,Other
1307938660969578496,Hesitant
1372821380744503296,Other
1194980916499767296,Pro
1327953568448602112,Hesitant
1340976759240581120,Pro
1325885090099027968,Other
1326147339774472192,Other
1295315690933673984,Pro
1208654539991244800,Pro
1371516933443624960,Pro
1207572387249754112,Other
1308723179653926912,Pro
1199051939536887808,Other
1288067879854800896,Other
1340357139836100608,Pro
1336000018256449536,Other
1327342073591328768,Other
1190971549240700928,Other
1349665785145405440,Pro
1343502208730619904,Other
1286536465325924352,Other
1205110734616698880,Hesitant
1294523023417057280,Pro
1189969794914586624,Other
1358856796056801280,Pro
1367228857120620544,Pro
1285171198985478144,Pro
1303803900231847936,Other
1338470468609863680,Other
1204711215664107520,Other
1376110998256553984,Pro
1300844516283428864,Other
1202660920243175424,Other
1357284865134182400,Pro
1192396289050370048,Pro
1344282394665373696,Hesitant
1280467203008102400,Hesitant
1330970724325089280,Pro
1200549133465067520,Pro
1340228706082713600,Pro
1311419151106408448,Pro
1303332726154682368,Other
1293552653675515904,Pro
1343121452808228864,Pro
1299348151887892480,Other
1363271104836628480,Other
1283455079102795776,Other
1313356621330997248,Other
1306492971878174720,Other
1203647370933735424,Pro
1328452717472313344,Pro
1280244707168223232,Pro
1197493508300562432,Pro
1343206250201317376,Other
1341031424837750784,Pro
1305843616443662336,Other
1192719610791055360,Pro
1341473215072382976,Other
1325772496231075840,Pro
1279505413361283072,Other
1295999617012830208,Other
1297134277990191104,Other
1308001251733499904,Pro
1374075764509970432,Other
1303293165655519232,Other
